"analysis_id","repo","consumer_file","line_or_expression","match_type","matched_token","enclosing_call","dependency_kind","active_or_historical","runtime_relevant","confidence","adjudication"
"build_spatial_data_contract","pRoteomics","config/manuscript_spatial_order.yml","7: #   atlas vocabulary   (results/tables/11_spatial_systems/atlas/*, networks/*)","CONFIG_GLOB","11_spatial_systems","","CONFIG","active",TRUE,"HIGH",""
"build_spatial_data_contract","pRoteomics","config/manuscript_spatial_order.yml","110: # atlas_key    = spelling in results/tables/11_spatial_systems/atlas and networks","NAMESPACE_BASENAME","11_spatial_systems","","CONFIG","active",TRUE,"MEDIUM",""
"build_spatial_data_contract","pRoteomics","config/output_layout.yml","124: contract: config/publication_source_data_contract.yml","NAMESPACE_BASENAME","data_contract","","CONFIG","active",TRUE,"MEDIUM",""
"build_spatial_data_contract","pRoteomics","pipeline.yml","838: - ""results/tables/11_spatial_systems/data_contract/spatial_systems_hemisphere_inventory.csv""","FULL_PATH","results/tables/11_spatial_systems/data_contract/spatial_systems_hemisphere_inventory.csv","","CONFIG","active",TRUE,"HIGH",""
"build_spatial_data_contract","pRoteomics","pipeline.yml","1049: - ""results/tables/11_spatial_systems/data_contract/spatial_systems_hemisphere_inventory.csv""","FULL_PATH","results/tables/11_spatial_systems/data_contract/spatial_systems_hemisphere_inventory.csv","","CONFIG","active",TRUE,"HIGH",""
"build_spatial_data_contract","pRoteomics","pipeline.yml","839: - ""results/tables/11_spatial_systems/data_contract/spatial_systems_aggregation_validation.csv""","FULL_PATH","results/tables/11_spatial_systems/data_contract/spatial_systems_aggregation_validation.csv","","CONFIG","active",TRUE,"HIGH",""
"build_spatial_data_contract","pRoteomics","pipeline.yml","932: - ""results/tables/11_spatial_systems/data_contract/spatial_systems_aggregation_validation.csv""","FULL_PATH","results/tables/11_spatial_systems/data_contract/spatial_systems_aggregation_validation.csv","","CONFIG","active",TRUE,"HIGH",""
"build_spatial_data_contract","pRoteomics","pipeline.yml","840: - ""results/tables/11_spatial_systems/data_contract/spatial_systems_evidence_dependence.csv""","FULL_PATH","results/tables/11_spatial_systems/data_contract/spatial_systems_evidence_dependence.csv","","CONFIG","active",TRUE,"HIGH",""
"build_spatial_data_contract","pRoteomics","pipeline.yml","838: - ""results/tables/11_spatial_systems/data_contract/spatial_systems_hemisphere_inventory.csv""","NAMESPACE_BASENAME","11_spatial_systems","","CONFIG","active",TRUE,"MEDIUM",""
"build_spatial_data_contract","pRoteomics","pipeline.yml","839: - ""results/tables/11_spatial_systems/data_contract/spatial_systems_aggregation_validation.csv""","NAMESPACE_BASENAME","11_spatial_systems","","CONFIG","active",TRUE,"MEDIUM",""
